,상호명,상권업종중분류명,상권업종소분류명,도로명주소,역명,거리,역,검색어,naver_map_url
163,보나비아티제,커피점/카페,커피전문점/카페/다방,서울특별시 용산구 이촌로 224,경의중앙 이촌,228.6961369091928,이촌,이촌역 보나비아티제,
164,카페클럽,커피점/카페,커피전문점/카페/다방,서울특별시 송파구 동남로2길 3-6,8호선 문정,157.9749838731046,문정,문정역 카페클럽,
165,남양빈대떡,한식,파전전문,서울특별시 구로구 디지털로19길 29,7호선 남구로,424.30926530858636,남구로,남구로역 남양빈대떡,
166,커피빈코리아낙성대역점,커피점/카페,커피전문점/카페/다방,서울특별시 관악구 남부순환로 1909,2호선 낙성대,212.86313376852573,낙성대,낙성대역 커피빈코리아낙성대역점,https://pcmap.place.naver.com/restaurant/36848905/review/visitor#
167,치킨마루,닭/오리요리,후라이드/양념치킨,서울특별시 관악구 신원로 9,2호선 신림,343.9332480898386,신림,신림역 치킨마루,
168,봉구비어답십리사거리점41,유흥주점,호프/맥주,서울특별시 동대문구 전농로 94,5호선 답십리,712.5447580488368,답십리,답십리역 봉구비어답십리사거리점41,
169,에이치에쓰캐터링,한식,한식/백반/한정식,서울특별시 강남구 학동로68길 7,9호선 삼성중앙,449.4121895417289,삼성중앙,삼성중앙역 에이치에쓰캐터링,
170,필이네분식,분식,라면김밥분식,서울특별시 광진구 긴고랑로29길 48,7호선 중곡,355.8628883012306,중곡,중곡역 필이네분식,
171,본죽비빔밥CAFE마포롯데캐슬점,별식/퓨전요리,죽전문점,서울특별시 마포구 마포대로 109,5호선 공덕,55.911447816170536,공덕,공덕역 본죽비빔밥CAFE마포롯데캐슬점,https://pcmap.place.naver.com/restaurant/37801262/review/visitor#
172,플라토어학학원,닭/오리요리,후라이드/양념치킨,서울특별시 서대문구 연희로 286,3호선 홍제,1090.586219128844,홍제,홍제역 플라토어학학원,https://pcmap.place.naver.com/restaurant/31850389/review/visitor#
173,김밥천국등촌,분식,라면김밥분식,서울특별시 강서구 강서로 426,9호선 양천향교,359.81308664923125,양천향교,양천향교역 김밥천국등촌,
174,커피언리미티드,유흥주점,빠/카페/스탠드빠,서울특별시 종로구 종로 125,1호선 종로3가,56.32279091544754,종로3가,종로3가역 커피언리미티드,
175,삼순이덮밥,한식,한식/백반/한정식,서울특별시 동작구 장승배기로 171,9호선 노량진,108.39175420800512,노량진,노량진역 삼순이덮밥,
176,스타벅스,커피점/카페,커피전문점/카페/다방,서울특별시 종로구 대학로 122,4호선 혜화,36.741672717093,혜화,혜화역 스타벅스,
177,고닭고닭명품포차,유흥주점,소주방/포장마차,서울특별시 강남구 봉은사로29길 8,9호선 언주,81.29455213923912,언주,언주역 고닭고닭명품포차,
178,김밥레코즈,분식,라면김밥분식,서울특별시 송파구 올림픽로 435,2호선 잠실나루,459.7812069999612,잠실나루,잠실나루역 김밥레코즈,
179,낙원떡집,제과제빵떡케익,떡전문,서울특별시 서초구 동광로11길 35,4호선 총신대입구(이수),530.903036107069,총신대입구,총신대입구역 낙원떡집,
180,금강치킨,닭/오리요리,후라이드/양념치킨,서울특별시 구로구 경인로 22,1호선 온수,239.2323002893412,온수,온수역 금강치킨,https://pcmap.place.naver.com/restaurant/20902879/review/visitor#
181,짱구식당,한식,한식/백반/한정식,서울특별시 강동구 풍성로37가길 56,5호선 강동,579.0768168786385,강동,강동역 짱구식당,https://pcmap.place.naver.com/restaurant/18613712/review/visitor#
182,노란고무줄,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 선릉로 424,분당 한티,547.1731230124491,한티,한티역 노란고무줄,https://pcmap.place.naver.com/restaurant/36864316/review/visitor#
183,궁전노래주점,유흥주점,룸살롱/단란주점,서울특별시 강북구 도봉로 284-9,4호선 미아,286.14731496165814,미아,미아역 궁전노래주점,
184,미스터피자,패스트푸드,피자전문,서울특별시 중랑구 동일로 808,7호선 중화,65.16737675943135,중화,중화역 미스터피자,
185,명진,한식,한식/백반/한정식,서울특별시 중구 다산로38길 66-45,2호선 신당,353.2884089351608,신당,신당역 명진,
186,호,유흥주점,룸살롱/단란주점,서울특별시 강남구 선릉로133길 3,분당 강남구청,110.45198159854787,강남구청,강남구청역 호,
187,삼삼이네,한식,갈비/삼겹살,서울특별시 양천구 신목로2길 56,5호선 오목교(목동운동장앞),350.5680780741877,오목교,오목교역 삼삼이네,https://pcmap.place.naver.com/restaurant/18417643/review/visitor#
188,스타노래뱅크,유흥주점,룸살롱/단란주점,서울특별시 서초구 사평대로56길 10,9호선 신논현,248.15390847771,신논현,신논현역 스타노래뱅크,https://pcmap.place.naver.com/restaurant/20622013/review/visitor#
189,서울떡집,제과제빵떡케익,떡전문,서울특별시 중랑구 숙선옹주로 17,7호선 먹골,305.71760204240434,먹골,먹골역 서울떡집,
190,길옆치킨호프,유흥주점,호프/맥주,서울특별시 도봉구 덕릉로60길 24,4호선 쌍문,864.2621255373336,쌍문,쌍문역 길옆치킨호프,
191,한성양꼬치,유흥주점,꼬치구이전문점,서울특별시 강남구 강남대로78길 25,2호선 강남,358.9374684983124,강남,강남역 한성양꼬치,
192,눈물떡볶이,분식,떡볶이전문,서울특별시 광진구 자양번영로11길 4,7호선 어린이대공원(세종대),736.4319398488988,어린이대공원,어린이대공원역 눈물떡볶이,
193,화평동왕갈비,한식,한식/백반/한정식,서울특별시 강서구 강서로 303,5호선 우장산,254.86976837585445,우장산,우장산역 화평동왕갈비,
194,빕스,양식,패밀리레스토랑,서울특별시 강남구 압구정로 152,3호선 압구정,288.62522252059034,압구정,압구정역 빕스,
195,좀비수제버거,패스트푸드,패스트푸드,서울특별시 마포구 숭문길 210,2호선 이대,139.30471940568134,이대,이대역 좀비수제버거,
196,하이트타운,양식,정통양식/경양식,서울특별시 강남구 봉은사로2길 10,9호선 신논현,67.56693668757175,신논현,신논현역 하이트타운,
197,던킨도너츠,패스트푸드,도너츠전문,서울특별시 중구 세종대로 93,1호선 시청,71.1516424476618,시청,시청역 던킨도너츠,
198,소문난순대,별식/퓨전요리,순대전문점,서울특별시 동작구 동작대로29나길 9,4호선 총신대입구(이수),203.3818595146464,총신대입구,총신대입구역 소문난순대,
199,케이미트구내식당삼주외식산업,기타음식업,구내식당/자급식음식점,서울특별시 동작구 노들로2길 44,9호선 샛강,497.11701555954215,샛강,샛강역 케이미트구내식당삼주외식산업,
200,제이제이델리,제과제빵떡케익,제과점,서울특별시 용산구 소월로 322,4호선 충무로,1445.430536058239,충무로,충무로역 제이제이델리,
201,에스트로,커피점/카페,커피전문점/카페/다방,서울특별시 도봉구 노해로63가길 31-11,4호선 창동,412.8846370515664,창동,창동역 에스트로,
202,김밥친구,분식,라면김밥분식,서울특별시 관악구 보라매로5길 5,7호선 신대방삼거리,568.124740666118,신대방삼거리,신대방삼거리역 김밥친구,https://pcmap.place.naver.com/restaurant/321008741/review/visitor#
203,전주식당,한식,한식/백반/한정식,서울특별시 강북구 도봉로53길 20,4호선 미아,204.79612094064228,미아,미아역 전주식당,
204,뽕뜨락카페,커피점/카페,커피전문점/카페/다방,서울특별시 강동구 올림픽로 763,8호선 암사,186.63614031534814,암사,암사역 뽕뜨락카페,
205,참숯구이쌈밥,한식,한식/백반/한정식,서울특별시 강동구 천호대로 1017,8호선 천호(풍납토성),17.80616087317307,천호,천호역 참숯구이쌈밥,
206,어머니손맛,분식,라면김밥분식,서울특별시 성북구 솔샘로25길 20,우이신설 북한산보국문,373.41928227838656,북한산보국문,북한산보국문역 어머니손맛,
207,엘리,제과제빵떡케익,제과점,서울특별시 광진구 군자로13길 11,7호선 어린이대공원(세종대),458.88063107257216,어린이대공원,어린이대공원역 엘리,
208,아라온참치,일식/수산물,횟집,서울특별시 도봉구 도봉로149길 6,1호선 방학,208.03180159783162,방학,방학역 아라온참치,https://pcmap.place.naver.com/restaurant/36677532/review/visitor#
209,게스비,양식,정통양식/경양식,서울특별시 광진구 구의강변로 106,2호선 강변(동서울터미널),302.2298172479718,강변,강변역 게스비,
210,호아빈&멘무샤,별식/퓨전요리,동남아음식전문점,서울특별시 광진구 동일로20길 106,7호선 건대입구,59.82288409989462,건대입구,건대입구역 호아빈&멘무샤,
211,황토,한식,한식/백반/한정식,서울특별시 강남구 학동로33길 4,9호선 언주,528.4400747133958,언주,언주역 황토,
212,샤이닝스톤,부페,종합부페,서울특별시 영등포구 은행로 30,9호선 여의도,363.85284641907515,여의도,여의도역 샤이닝스톤,
213,리나스,제과제빵떡케익,제과점,서울특별시 중구 칠패로 46,경의중앙 서울역,239.03371229393616,서울역,서울역역 리나스,
214,교동전선생,유흥주점,민속주점,서울특별시 노원구 덕릉로71길 30,4호선 상계,691.2097010481169,상계,상계역 교동전선생,
215,배스킨라빈스공릉점,패스트푸드,아이스크림판매,서울특별시 노원구 공릉로 198,7호선 공릉(서울과학기술대),647.0795463649861,공릉,공릉역 배스킨라빈스공릉점,
216,남해식당,한식,한식/백반/한정식,서울특별시 성동구 자동차시장1길 70,5호선 장한평,107.78661078674769,장한평,장한평역 남해식당,
217,강씨네아천칡냉면,한식,냉면집,서울특별시 중랑구 겸재로35길 13,7호선 면목,171.21361373665837,면목,면목역 강씨네아천칡냉면,https://pcmap.place.naver.com/restaurant/38344970/review/visitor#
218,탐라왕돌구이,별식/퓨전요리,돌구이요리전문,서울특별시 강남구 테헤란로21길 5,9호선 언주,455.138210728724,언주,언주역 탐라왕돌구이,
219,뒤풀이,한식,한식/백반/한정식,서울특별시 영등포구 은행로 29,9호선 국회의사당,389.9740892435532,국회의사당,국회의사당역 뒤풀이,
220,잠원야외수영장,패스트푸드,패스트푸드,서울특별시 서초구 잠원로 221-124,3호선 잠원,514.621473225314,잠원,잠원역 잠원야외수영장,https://pcmap.place.naver.com/restaurant/11664138/review/visitor#
221,달개비자연음식전문점,한식,한식/백반/한정식,서울특별시 종로구 북촌로5길 11,3호선 안국,245.06138376523282,안국,안국역 달개비자연음식전문점,
222,카페그리다,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 테헤란로69길 14,9호선 삼성중앙,554.4519072138146,삼성중앙,삼성중앙역 카페그리다,
223,홍수계안동찜닭,닭/오리요리,찜닭전문점,서울특별시 금천구 시흥대로 391,1호선 금천구청,837.7628234821061,금천구청,금천구청역 홍수계안동찜닭,
224,강강술래,한식,한식/백반/한정식,서울특별시 강남구 논현로 325,D1 양재(서초구청),922.5477628656108,양재,양재역 강강술래,
225,아워홈서울대대학원식당점,기타음식업,구내식당/자급식음식점,서울특별시 관악구 관악로 1,2호선 낙성대,755.4925390136418,낙성대,낙성대역 아워홈서울대대학원식당점,https://pcmap.place.naver.com/restaurant/1601265087/review/visitor#
226,한스,제과제빵떡케익,제과점,서울특별시 강남구 삼성로 151,3호선 대치,105.87226021386931,대치,대치역 한스,
227,뼈다귀해장국,한식,해장국/감자탕,서울특별시 중랑구 중랑역로 8,경의중앙 중랑,140.36582931250842,중랑,중랑역 뼈다귀해장국,
228,꼬치술사,유흥주점,꼬치구이전문점,서울특별시 강동구 동남로71길 41,5호선 상일동,379.7839355041808,상일동,상일동역 꼬치술사,
229,한얼식당,한식,한식/백반/한정식,서울특별시 광진구 자양로 244,5호선 아차산(어린이대공원후문),312.3217219363334,아차산,아차산역 한얼식당,
230,옛날명동빈대떡,한식,한식/백반/한정식,서울특별시 성동구 왕십리로 348,2호선 상왕십리,199.4702221077328,상왕십리,상왕십리역 옛날명동빈대떡,
231,하이포크,한식,갈비/삼겹살,서울특별시 도봉구 노해로63다길 6,4호선 창동,148.98177884710017,창동,창동역 하이포크,https://pcmap.place.naver.com/restaurant/18032802/review/visitor#
